Offset;English;German;Type
38040;Eye of Evil;Auge des Bösen;Special Item
38052;Eye of the Gods;Auge der Götter;Special Item
38064;Eye of Promise;Auge des Versprechens;Special Item
38076;Eye of Life;Auge des Lebens;Special Item
38088;Sage's Stone;Stein des Weisen;Special Item
38100;Witch's Signet;Hexensiegel;Special Item
38112;Zane's Ring;Zanes Ring;Special Item
38124;Kephale Morsel;Kephale Morsel;Morsel
38136;Stethos Morsel;Stethos Morsel;Morsel
38148;Gaster Morsel;Gaster Morsel;Morsel
38160;Ischion Morsel;Ischion Morsel;Morsel
38172;Omos Morsel;Omos Morsel;Morsel
38184;Brachion Morsel;Brachion Morsel;Morsel
38196;Kalli Morsel;Kalli Morsel;Morsel
38208;Skelos Morsel;Skelos Morsel;Morsel
38220;Pous Morsel;Pous Morsel;Morsel
38232;Opsis Morsel;Opsis Morsel;Morsel
38244;Ous Morsel;Ous Morsel;Morsel
38256;Rhis Morsel;Rhis Morsel;Morsel
38268;Stoma Morsel;Stoma Morsel;Morsel
38280;Kardia Morsel;Kardia Morsel;Morsel
38292;Dakruon Morsel;Dakruon Morsel;Morsel
38304;Osteon Morsel;Osteon Morsel;Morsel
38316;Soma Morsel;Soma Morsel;Morsel
38328;Auchen Morsel;Auchen Morsel;Morsel
38340;Ankon Morsel;Ankon Morsel;Morsel
38352;Gonu Morsel;Gonu Morsel;Morsel
38364;Alizarin Orb;Alizarinkugel;Special Item
38376;Azure Orb;Azurkugel;Special Item
38388;Amber Orb;Bernsteinkugel;Special Item
38400;Jade Orb;Jadekugel;Special Item
38412;Amethyst Orb;Amethystkugel;Special Item
38424;Alabaster Orb;Alabasterkugel;Special Item
38436;Argent Orb;Silberne Kugel;Special Item
38448;Herb Formula;Kräuter-Formel;Special Item
38460;Potion Formula;Heiltrank-Formel;Special Item
38472;Lotion Formula;Lotion-Formel;Special Item
38484;Explosive Formula;Explosive Formel;Special Item
38496;Shard Formula;Scherbenformel;Special Item
38508;Trap Formula;Fallen-Formel;Special Item
38520;Talisman;Talisman;Special Item
38532;Talisman;Talisman;Special Item
38544;Kellendros;Kellendros;Special Item
38556;Namul Niram;Namul Niram;Special Item
38568;Lob Omen;Lob Omen;Special Item
38580;Brionac;Brionac;Special Item
38592;Tao Tie;Tao Tie;Special Item
38604;Brimuslabus;Brimuslabus;Special Item
38616;Blue Elf;Blauelf;Special Item
38628;Emeth Tag;Emeth Tag;Special Item
38640;Jhana Weekly;Jhana-Magazin;Special Item
38652;Homunculus Weekly;Homunkulus-Magazin;Special Item
38664;Raptor Weekly;Raptor-Magazin;Special Item
38676;Fenris Weekly;Fenrir-Magazin;Special Item
38688;Chimera Weekly;Schimären-Magazin;Special Item
38700;Hydra Weekly;Hydra-Magazin;Special Item
38712;Imp Weekly;Wichtel-Magazin;Special Item
38724;Vile Lizard Weekly;Echsen-Magazin;Special Item
38736;Azhdaha Weekly;Azhdaha-Magazin;Special Item
38748;Demon Weekly;Dämonen-Magazin;Special Item
38760;Manticore Weekly;Mantikor-Magazin;Special Item
38772;Crab Weekly;Krabben-Magazin;Special Item
38784;Grand Spider Weekly;Spinnen-Magazin;Special Item
38796;Landworm Weekly;Landwurm-Magazin;Special Item
38808;Grand Beetle Weekly;Käfer-Magazin;Special Item
38820;Leap Frog Weekly;Frosch-Magazin;Special Item
38832;Oarfish Weekly;Fisch-Magazin;Special Item
38844;Butterfly Weekly;Schmetterling-Magazin;Special Item
38856;Amoeba Weekly;Amöben-Magazin;Special Item
38868;Fly Weekly;Fliegen-Magazin;Special Item
38880;Vulture Weekly;Aasgeier-Magazin;Special Item
38892;Wyvern Weekly;Lindwurm-Magazin;Special Item
38904;Spiritlord Weekly;Seelenlord-Magazin;Special Item
38916;Anthrovore;Fleischfresser-Magazin;Special Item
38928;Treant Weekly;Treant-Magazin;Special Item
38940;Oculus Weekly;Augapfel-Magazin;Special Item
38952;Dragon Weekly;Drachen-Magazin;Special Item
38964;Colossus Weekly;Kolossus-Magazin;Special Item
38976;Albic Qisti Weekly;Albik-Magazin;Special Item
38988;Phantom Weekly;Phantom-Magazin;Special Item
39000;The Daily Jhana;Jhana-Kurier;Special Item
39012;The Daily Homunculus;Homunkulus-Kurier;Special Item
39024;The Daily Raptor;Raptor-Kurier;Special Item
39036;The Daily Fenris;Gestaffelter Angriff;Special Item
39048;The Daily Chimera;Schimären-Kurier;Special Item
39060;The Daily Hydra;Hydra-Kurier;Special Item
39072;The Daily Imp;Wichtel-Kurier;Special Item
39084;The Daily Vile Lizard;Echsen-Kurier;Special Item
39096;The Daily Azhdaha;Azhdaha-Kurier;Special Item
39108;The Daily Demon;Dämonen-Kurier;Special Item
39120;The Daily Manticore;Mantikor-Kurier;Special Item
39132;The Daily Crab;Krabben-Kurier;Special Item
39144;The Daily Grand Spider;Spinnen-Kurier;Special Item
39156;The Daily Landworm;Landwurm-Kurier;Special Item
39168;The Daily Grand Beetle;Käfer-Kurier;Special Item
39180;The Daily Leap Frog;Frosch-Kurier;Special Item
39192;The Daily Oarfish;Fisch-Kurier;Special Item
39204;The Daily Butterfly;Schmetterling-Kurier;Special Item
39216;The Daily Amoeba;Amöben-Kurier;Special Item
39228;The Daily Fly;Fliegen-Kurier;Special Item
39240;The Daily Vulture;Aasgeier-Kurier;Special Item
39252;The Daily Wyvern;Lindwurm-Kurier;Special Item
39264;The Daily Spiritlord;Seelenlord-Kurier;Special Item
39276;The Daily Anthrovore;Fleichfresser-Kurier;Special Item
39288;The Daily Treant;Treant-Kurier;Special Item
39300;The Daily Oculus;Augapfel-Kurier;Special Item
39312;The Daily Dragon;Drachen-Kurier;Special Item
39324;The Daily Colossus;Kolossus-Kurier;Special Item
39336;The Daily Albic Qisti;Albik-Kurier;Special Item
39348;The Daily Phantom;Phantom-Kurier;Special Item
39360;Basic Customization;Einfache Modifikation;Special Item
39372;Intermediate Customization;Mittlere Modifikation;Special Item
39384;Advaced Customization;Fortgeschrittene Modifikation;Special Item
39396;Professional Customization;Professionelle Modifikation;Special Item
39408;Legendary Customization;Legendäre Modifikation;Special Item
39420;Sword of the Three Realms Rank 1;Schwert der Drei Welten - Rang 1;Special Item
39432;Sword of the Three Realms Rank 2;Schwert der Drei Welten - Rang 2;Special Item
39444;Sword of the Three Realms Rank 3;Schwert der Drei Welten - Rang 3;Special Item
39456;Sword of the Three Realms Rank 4;Schwert der Drei Welten - Rang 4;Special Item
39468;Sword of the Three Realms Rank 5;Schwert der Drei Welten - Rang 5;Special Item
39480;Union of the Golden Chalice Rank 1;Verband des Goldenen Helms - Rang 1;Special Item
39492;Union of the Golden Chalice Rank 2;Verband des Goldenen Helms - Rang 2;Special Item
39504;Union of the Golden Chalice Rank 3;Verband des Goldenen Helms - Rang 3;Special Item
39516;Union of the Golden Chalice Rank 4;Verband des Goldenen Helms - Rang 4;Special Item
39528;Union of the Golden Chalice Rank 5;Verband des Goldenen Helms - Rang 5;Special Item
39540;Ring of Labyrinth Rank 1;Ring des Labyrinths - Rang 1;Special Item
39552;Ring of Labyrinth Rank 2;Ring des Labyrinths - Rang 2;Special Item
39564;Ring of Labyrinth Rank 3;Ring des Labyrinths - Rang 3;Special Item
39576;Ring of Labyrinth Rank 4;Ring des Labyrinths - Rang 4;Special Item
39588;Ring of Labyrinth Rank 5;Ring des Labyrinths - Rang 5;Special Item
39600;Melee Stance;Nahkampfhaltung;Special Item
39612;Cup of Celapaleis;Becher von Celapaleis;Special Item
39624;Counteroffensive;Gegenangriff;Special Item
39636;Stacked Attack;Gestaffelter Angriff;Special Item
39648;Raiders' Fork;Räubergabel;Special Item
39660;Marauders' Glaive;Plünderglefe;Special Item
39672;Scatterswarm;Streuschwarm;Special Item
39684;Leapfrog;Springfrosch;Special Item
39696;Chariot;Streitwagen;Special Item
39708;Whirlpool;Whirlpool;Special Item
39720;Maelstrom;Wirbelsturm;Special Item
39732;Hurricane;Hurrikan;Special Item
39744;Hangman's Noose;Henkerstrick;Special Item
39756;Hourglass;Sanduhr;Special Item
39768;Vanguard;Vorhut;Special Item
39780;Arch;Bogen;Special Item
39792;Arrow of Athlum;Pfeil von Athlum;Special Item
39804;Wings of Nagapur;Flügel von Nagapur;Special Item
39816;Pricers' Grip;Zangengriff;Special Item
39828;Talons' Clutch;Krallengriff;Special Item
39840;Claws' Grasp;Klauenklammer;Special Item
39852;Goblet;Becher;Special Item
39864;Chalice;Kelch;Special Item
39876;Wedge;Keil;Special Item
39888;Chisel;Meißel;Special Item
39900;Mattock;Hacke;Special Item
39912;Wave Crest;Wellenkamm;Special Item
39924;Riptide;Springflut;Special Item
39936;Leash;Leine;Special Item
39948;Lariat;Lasso;Special Item
39960;Hill and Vale;Berg und Tal;Special Item
39972;Skirmish Cross;Fehdekreuz;Special Item
39984;Scorpion;Skorpion;Special Item
39996;Needle;Nadel;Special Item
40008;Spike;Dorn;Special Item
40020;Rattail;Rattenschwanz;Special Item
40032;Foxtail;Fuchsschwanz;Special Item
40044;Dragontail;Drachenschwanz;Special Item
40056;Trident;Dreizack;Special Item
40068;Battle Crown;Kampfkrone;Special Item
40080;Mystic Mountain;Mystikberg;Special Item
40092;Wroth Volcano;Sturmvulkan;Special Item
40104;Catapult;Katapult;Special Item
40116;Ballista;Ballista;Special Item
40128;Pentacle;Pentagramm;Special Item
40140;Cascade;Kaskade;Special Item
40152;Avalanche;Lawine;Special Item
40164;Tiger's Den;Höhle des Tigers;Special Item
40176;Lion's Den;Höhle des Löwen;Special Item
40188;Orb;Kugel;Special Item
40200;Box;Box;Special Item
40212;Cage;Käfig;Special Item
40224;Crossbow;Armbrust;Special Item
40236;Warhorse;Haudegen;Special Item
40248;Destrier;Schlachtross;Special Item
40260;Prism;Prisma;Special Item
40272;Obelisk;Obelisk;Special Item
40284;Pyramid;Pyramide;Special Item
40296;Flame;Flamme;Special Item
40308;Candle;Kerze;Special Item
40320;Comet;Komet;Special Item
40332;Horns of Undelwalt;Hörner von Undelwalt;Special Item
40344;Hawk-eye;Falkenauge;Special Item
40356;Bullseye;Volltreffer;Special Item
40368;Picket Fence;Palisadenzaun;Special Item
40380;Barbed Wall;Stachelmauer;Special Item
40392;Terrapin;Sumpfschildkröte;Special Item
40404;Turtle;Schildkröte;Special Item
40416;Tortoise;Landschildkröte;Special Item
40428;Blizzard;Blizzard;Special Item
40440;Slingshot;Steinschleuder;Special Item
40452;Anchor of Celapaleis;Anker von Celapaleis;Special Item
40464;Vampire;Vampir;Special Item
40476;Mystic Shield;Mystikschild;Special Item
40488;Spell Wall;Zauberwall;Special Item
40500;Force Field;Kraftfeld;Special Item
40512;Glove;Handschuh;Special Item
40524;Gauntlet;Panzerhandschuh;Special Item
40536;Drawbridge;Zugbrücke;Special Item
40548;Pendant;Anhänger;Special Item
40560;Mystic Henge;Mystik-Steinkreis;Special Item
40572;Rune Ring;Runenring;Special Item
40584;Pendulum;Pendel;Special Item
40596;Mast of Nagapur;Mast von Nagapur;Special Item
40608;Belt;Gürtel;Special Item
40620;Unicorn;Einhorn;Special Item
40632;Pegasus;Pegasus;Special Item
40644;Whip;Peitsche;Special Item
40656;Lash;Ochsehnziemer;Special Item
40668;Flail;Dreschflegel;Special Item
40680;Bait and Hook;Haken und Köder;Special Item
40692;Lure and Trap;Falle und Köder;Special Item
40704;Juggernaut;Kraftprotz;Special Item
40716;Snakebite;Schlangenbiss;Special Item
40728;Jewel of Undelwalt;Juwel von Undelwalt;Special Item
40740;Church Bell;Kirchenglocke;Special Item
40752;Casket;Schatulle;Special Item
40764;Sickbed;Krankenbett;Special Item
40776;Basket;Korb;Special Item
40788;Satchel;Ranzen;Special Item
40800;Batwings;Fledermausflügel;Special Item
40812;Heart of Loyalty;Herz der Treue;Special Item
40824;Heart of Loyalty;Herz der Treue;Special Item
40836;Heart of Loyalty;Herz der Treue;Special Item
40848;Heart of Loyalty;Herz der Treue;Special Item
40860;Heart of Loyalty;Herz der Treue;Special Item
40872;Heart of Loyalty;Herz der Treue;Special Item
40884;Heart of Loyalty;Herz der Treue;Special Item
40896;Porcelain Chain;Porzellankette;Special Item
40908;Mystic Seal;Mystisches Siegel;Special Item
40920;The Slayer;Der Schlächter;Special Item
40932;Eremurus Rain;Eremurus-Regen;Special Item
